userId,reasoning,solreq,provideinfo,n,llm,no_llm
218b1530-20e1-701a-ba31-9c86c7da05bc,0.16666666666666666,0.4666666666666667,0.4,30,0.9427662957074722,0.8733333333333333
218ba540-4081-70eb-5d75-b3fa54f82268,0.2,0.43333333333333335,0.36666666666666664,30,0.956190476190476,0.8783333333333333
21bb9560-e091-7093-48ce-07076388c6c5,0.1,0.5,0.6,10,0.9533333333333334,0.7383333333333333
21db15f0-b041-70c8-aec0-cd297c0b55ac,0.0,0.8,0.6,10,0.9352380952380952,0.8733333333333333
21fb2560-d0c1-70cc-8456-cb80cc078b11,0.13333333333333333,0.43333333333333335,0.4666666666666667,30,0.9866666666666668,0.9683333333333334
310bd5d0-6061-7098-d41e-41b982248427,0.03333333333333333,0.6333333333333333,0.4,30,0.9777424483306836,0.7466666666666667
311bb5b0-8031-704a-d26b-1a35da2044f9,0.03333333333333333,0.7333333333333333,0.3,30,0.9157392686804452,0.9283333333333332
312b35d0-2051-7020-d5a8-cf5e4a3d2b40,0.0,0.6666666666666666,0.6,30,0.9491255961844196,0.9383333333333334
313b35f0-a0f1-70ff-7490-f9e5e8fea858,0.03333333333333333,0.9,0.1,30,0.9695238095238096,0.9233333333333332
313b9520-e021-70f9-4924-88d88686726c,0.2,0.3333333333333333,0.3333333333333333,30,0.9257142857142856,0.7283333333333334
315b9550-4081-7033-4f93-fe2be67cdfcc,0.08333333333333333,0.4166666666666667,0.875,24,0.9657142857142856,0.75
31cb6500-d081-7067-9d22-37992452f2ad,0.06666666666666667,0.2,0.7,30,0.9695238095238096,0.9683333333333334
31fbe520-0061-70e7-7783-8fdc38bd09fd,0.03333333333333333,0.3333333333333333,0.9333333333333333,30,0.9618441971383148,0.87
415b55a0-10a1-704e-fbb1-94f533c8040b,0.0,0.43333333333333335,0.16666666666666666,30,0.9809523809523808,0.985
41cb85f0-d081-708c-e151-e2b062eb0f1d,0.06666666666666667,0.4,0.7,30,0.9904610492845788,0.8816666666666667
41eb6500-1081-7006-138f-298c1f0f89f5,0.1,0.5,0.7,30,0.9538950715421304,0.8916666666666667
510b5580-60e1-7095-f35a-7fd78cd92cfe,0.1,0.5,0.5,30,0.9666136724960256,0.7416666666666667
511bf560-b061-7030-1534-373d6182148d,0.03333333333333333,0.36666666666666664,0.6666666666666666,30,0.9428571428571428,0.905
51abb5c0-8061-70ad-a2f4-55de1f7ca8e9,0.13333333333333333,0.4666666666666667,0.4,30,0.9961904761904762,0.91
51ebb5a0-6021-7085-ff7f-676d2ac635a3,0.06666666666666667,0.2,0.26666666666666666,15,0.9657142857142856,0.77
613b1510-4051-7027-1ee2-8f2c72d3c64b,0.0,0.6666666666666666,0.1,30,0.9447619047619048,0.85
617b2500-4071-70e9-29f1-b4c4ce63bfaa,0.0,0.8,0.5666666666666667,30,0.9809220985691574,0.9116666666666666
619bf560-4021-7015-9155-f148328587b8,0.05555555555555555,0.3333333333333333,0.7222222222222222,18,0.9847619047619048,1.0
714b9540-8061-70d8-daaa-8a4b42d4dd71,0.2,0.3333333333333333,0.7666666666666667,30,0.956190476190476,0.9183333333333332
71ab5570-8001-709a-1343-b36f475fb202,0.03333333333333333,0.3333333333333333,0.8,30,0.939047619047619,0.7683333333333333
71cb5540-20c1-70a9-1806-fbc6af5f0b86,0.03333333333333333,0.6,0.6333333333333333,30,0.960952380952381,0.8916666666666667
71cbe580-90f1-7027-51c8-f471e501854b,0.0,0.8125,0.375,16,0.8019047619047619,0.645
71db5530-00e1-709f-0e88-2c9a19f8dc8b,0.07692307692307693,0.8461538461538461,0.46153846153846156,13,0.9733333333333334,0.915
811bc590-9011-705e-82d7-38a6c705a6c4,0.03333333333333333,0.6666666666666666,0.6,30,0.9920508744038156,0.98
812b15e0-7001-7072-351b-af5182106bba,0.0,0.6333333333333333,0.8,30,0.9753577106518284,0.8991666666666667
813b75b0-90b1-7068-9549-77eb9a62ffdc,0.03333333333333333,0.5666666666666667,0.4,30,0.9714285714285714,0.8616666666666667
817b9500-8071-700f-6d35-00db749ffca6,0.06896551724137931,0.5862068965517241,0.7931034482758621,29,0.972972972972973,0.8666666666666667
819b2520-80d1-7040-a2e8-a74594524790,0.26666666666666666,0.5333333333333333,0.7,30,0.9828571428571428,0.9316666666666666
81bb0570-e0e1-70e9-3e09-b26d835387b4,0.06666666666666667,0.8,0.6,30,0.9689984101748808,0.8683333333333333
81cbb5e0-9011-7077-7e4e-7aca1564666c,0.03333333333333333,0.3333333333333333,0.7333333333333333,30,0.958664546899841,0.8816666666666667
911b1530-f081-70c6-8ba9-81ba9defa173,0.03333333333333333,0.7333333333333333,0.3333333333333333,30,0.979047619047619,0.8833333333333333
913b9550-d0d1-70fe-1817-55e26d83e2ef,0.0,1.0,1.0,5,0.9676190476190476,0.93
919b25a0-0071-7022-b6bb-2716eefd7953,0.1,0.7666666666666667,0.3333333333333333,30,0.9504761904761904,0.92
919be590-7081-7003-3cef-906e621826ff,0.0,0.6,0.3333333333333333,30,0.917329093799682,0.905
91ab25a0-f051-70ce-9d29-ac0649a68c53,0.1724137931034483,0.3448275862068966,0.5172413793103449,29,0.638095238095238,0.7616666666666667
91bbd550-f0a1-7047-142d-6aeab04713b1,0.06666666666666667,0.5666666666666667,0.8,30,0.9638095238095238,0.9283333333333332
91bbe500-b011-7005-c471-0da2f8815108,0.0,0.6,0.2,30,0.92,0.9166666666666666
91fb2530-b051-70f2-9bbb-1733c381bfbc,0.06666666666666667,0.4,0.6333333333333333,30,0.7631160572337043,0.75
a15b55c0-6081-70cd-a61b-afbdaf0eff13,0.1,0.5666666666666667,0.5666666666666667,30,0.9695238095238096,0.94
a15bd5a0-20b1-705d-cacd-efb43606a358,0.06666666666666667,0.36666666666666664,0.8,30,0.98,0.765
a18b2540-90e1-70f8-deb6-fc59ae3297da,0.03333333333333333,0.6,0.06666666666666667,30,0.9466666666666668,0.7966666666666666
a19b0540-7071-7042-dcd4-e8b1bed38ef4,0.03333333333333333,0.7,0.3333333333333333,30,0.9733333333333334,0.97
a1bbb550-8001-709c-3ebb-799cd4aa893f,0.03333333333333333,0.6,0.7333333333333333,30,0.9866666666666668,0.9816666666666668
a1dba540-c071-705a-e705-3f35ce26988f,0.1,0.6666666666666666,0.5333333333333333,30,0.9650238473767886,0.8583333333333333
a1eb05a0-7031-707b-b065-0f30c86f0a6e,0.10344827586206896,0.5172413793103449,0.3448275862068966,29,0.9554848966613672,0.9733333333333334
a1fbb540-3041-70e7-def6-bcec00a31d99,0.03333333333333333,0.6666666666666666,0.4,30,0.917329093799682,0.7991666666666667
a1fbd5d0-e0e1-7054-7a08-05c01f9a74b1,0.0,0.47368421052631576,0.42105263157894735,19,0.8950715421303657,0.7291666666666666
b14ba500-e041-701b-eba7-204e26a8a5b7,0.0,0.7666666666666667,0.23333333333333334,30,0.979047619047619,0.9116666666666666
b14bd5f0-0011-704d-7e86-b55f1b5f014a,0.07142857142857142,0.6428571428571429,0.7857142857142857,14,0.9348171701112876,0.9233333333333332
b19ba550-c0d1-706b-5b31-6f30f3eaa255,0.2,0.5666666666666667,0.7666666666666667,30,0.979047619047619,0.9016666666666666
b1bbe550-6071-708d-a4b6-8d280dff01d0,0.03333333333333333,0.5666666666666667,0.4,30,0.9885714285714284,0.9116666666666666
c10ba560-5051-7080-335e-1e8aaac1f227,0.03333333333333333,0.6666666666666666,0.6,30,0.9682034976152624,0.8466666666666667
c11b2520-70e1-70c8-4f5c-e637ca6a861c,0.13333333333333333,0.6,0.7666666666666667,30,0.9333333333333332,0.8983333333333333
c11b3500-c051-70c9-5385-6797f6c08070,0.0,0.7666666666666667,0.1,30,0.96,0.905
c14bf560-2021-705a-7bb3-97ad9cbde502,0.06666666666666667,0.6,0.6,30,0.9809523809523808,0.8233333333333334
c15ba5f0-4051-708c-e082-cb7682fd01b2,0.0,0.8333333333333334,0.3333333333333333,6,0.7058823529411765,0.66
c16b2580-e0d1-70dd-532d-007653cefda9,0.0,0.7407407407407407,0.7407407407407407,27,0.9268680445151032,0.8008333333333333
c17b5520-f0b1-70c8-8bf1-0f5bd26a0cad,0.13333333333333333,0.36666666666666664,0.7333333333333333,30,0.9761526232114468,0.9391666666666668
c17bf5d0-5091-70a9-0d1d-8fbc31f9c224,0.1,0.5666666666666667,0.6666666666666666,30,0.9733333333333334,0.94
c18b0590-1021-70b2-a04d-7da82bf20079,0.10344827586206896,0.41379310344827586,0.5172413793103449,29,0.9085714285714286,0.72
c1ab6550-a0a1-7068-381c-46a9e01d4df5,0.16666666666666666,0.5,0.7333333333333333,30,0.979047619047619,0.985
c1ab95b0-80d1-7047-e0fd-cf25383a25c1,0.13333333333333333,0.3333333333333333,0.6666666666666666,15,0.940952380952381,0.87
d10bd540-b0a1-702b-2353-0f09ca339f59,0.0,0.2,0.9,10,0.9523809523809524,0.79
d16ba510-9071-703c-6c73-2f57834ea988,0.23333333333333334,0.3,0.4,30,0.9885714285714284,0.9533333333333334
d1db45a0-f051-702b-f627-c33637d4528c,0.0,0.9333333333333333,0.36666666666666664,30,0.9466666666666668,0.9583333333333334
d1fb5550-1001-7057-b8f9-d17759791a6b,0.0,0.6956521739130435,0.43478260869565216,23,0.9923809523809524,0.9466666666666668
e14bd5c0-2091-70a1-3e0d-252a10bc1372,0.045454545454545456,0.3181818181818182,0.7727272727272727,22,0.9538950715421304,0.7091666666666666
e14bd5d0-0021-70f1-8b50-efac4033a68a,0.2,0.6666666666666666,0.43333333333333335,30,0.9252782193958664,0.9133333333333332
e16b9530-e031-70ad-d225-033f2f45a27d,0.13333333333333333,0.5333333333333333,0.5333333333333333,30,0.9523052464228936,0.78
e17b7530-3021-70d1-5891-3515d4c26ec6,0.03333333333333333,0.5666666666666667,0.6,30,0.971383147853736,0.9308333333333332
e18b45c0-20a1-7039-271f-10630ddc7b88,0.034482758620689655,0.6551724137931034,0.5172413793103449,29,0.8666666666666667,0.7166666666666667
e1bb25a0-d0b1-703c-dff4-aef708b16181,0.0,0.7777777777777778,0.6666666666666666,9,0.800476947535771,0.8116666666666666
e1cb8510-60e1-709a-53ce-18a04547e565,0.06666666666666667,0.6333333333333333,0.26666666666666666,30,0.9638095238095238,0.865
e1ebc590-7061-70e7-0b53-19e34682613b,0.0,0.7,0.2,30,0.9866666666666668,0.9616666666666668
f11bc560-6081-70ae-2949-07ca788f237b,0.0,0.4,0.3333333333333333,30,0.958664546899841,0.92
f15b75b0-6011-7034-bf08-1dd66fe5cffa,0.0,0.8,0.43333333333333335,30,0.9885714285714284,0.8766666666666667
f16b2520-6021-70ee-b980-7a50d804795d,0.03333333333333333,0.6666666666666666,0.16666666666666666,30,0.9554848966613672,0.89
f1abd540-a0f1-70c2-5c22-206895f355ca,0.0,0.36666666666666664,0.8,30,0.9578696343402224,0.9083333333333332
f1cbc5b0-a0b1-7062-ca17-580f39de4c83,0.0,0.7333333333333333,0.3333333333333333,30,0.9538950715421304,0.9066666666666666
