pid,round,puzzle,ai,transfer,skill_rating,age,education,genai_usage,gate_correct,gate_confidence,ai_turns,end_reason,decisions,score,decisions_first_n,score_first_n,kept_win_score,kept_win_first_n,opener_optimal,disc_loss_total,disc_loss_per_decision,seconds,completed,black_discs,white_discs,margin,won,moves,attempts,solved,transfer_rounds,transfer_score,transfer_decisions,transfer_rate,transfer_wins,transfer_solved,transfer_openers,transfer_disc_loss,transfer_label
p158,R2,b220260706,False,True,dont_know,49,bachelors,weekly,False,2,0,manual,2,0,2,0,0,0,False,30,15.0,7,True,23,41,-18,False,g1! g2!,1,False,2,3,5,0.6,1,1,1,30,Solvers
p158,R3,bg20260726,False,True,dont_know,49,bachelors,weekly,False,2,0,manual,3,3,3,3,3,3,True,0,0.0,37,True,34,30,4,True,b2 g8 h7,1,True,2,3,5,0.6,1,1,1,30,Solvers
p62,R1,oc20260727,True,False,dont_know,61,postgrad,never,False,2,5,manual,4,2,3,2,0,0,False,38,9.5,245,True,22,42,-20,False,g2! b7 b6 a8!,1,False,2,3,5,0.6,1,1,1,24,Solvers
p62,R2,b220260706,False,True,dont_know,61,postgrad,never,False,2,0,manual,3,3,3,3,3,3,True,0,0.0,17,True,38,26,12,True,g7 h1 g2,1,True,2,3,5,0.6,1,1,1,24,Solvers
p62,R3,bg20260726,False,True,dont_know,61,postgrad,never,False,2,0,manual,2,0,2,0,0,0,False,24,12.0,14,True,22,42,-20,False,g7! g8!,1,False,2,3,5,0.6,1,1,1,24,Solvers
p405,R1,oc20260727,True,False,3,53,bachelors,about_monthly,True,3,6,manual,4,3,3,3,3,3,True,36,9.0,317,True,23,41,-18,False,b7 c8 a7 g2!,1,False,2,4,5,0.8,1,1,2,12,Solvers
p405,R2,b220260706,False,True,3,53,bachelors,about_monthly,True,3,0,manual,2,1,2,1,1,1,True,12,6.0,7,True,32,32,0,False,g7 g2!,1,False,2,4,5,0.8,1,1,2,12,Solvers
p405,R3,bg20260726,False,True,3,53,bachelors,about_monthly,True,3,0,manual,3,3,3,3,3,3,True,0,0.0,29,True,34,30,4,True,b2 g8 h7,1,True,2,4,5,0.8,1,1,2,12,Solvers
p602,R1,oc20260727,True,False,1,28,some_college,few_times_month,False,3,5,manual,3,1,3,1,1,1,True,42,14.0,19,True,20,44,-24,False,b7 b6! c8!,1,False,2,4,6,0.667,0,0,2,24,Solvers
p602,R2,b220260706,False,True,1,28,some_college,few_times_month,False,3,0,manual,3,2,3,2,2,2,True,14,4.7,18,True,31,33,-2,False,g7 h1 h2!,1,False,2,4,6,0.667,0,0,2,24,Solvers
p602,R3,bg20260726,False,True,1,28,some_college,few_times_month,False,3,0,manual,3,2,3,2,1,1,True,10,3.3,10,True,29,35,-6,False,b2 h7! g8,1,False,2,4,6,0.667,0,0,2,24,Solvers
p552,R1,oc20260727,True,False,1,,,,True,2,10,manual,3,2,3,2,1,1,True,20,6.7,693,False,27,33,,,b7 g2! c8,1,False,0,,,,,,,,
p752,R1,oc20260727,True,False,1,33,postgrad,few_times_week,True,3,6,timeout,4,3,3,3,3,3,True,22,5.5,456,False,17,45,,,b7 c8 a7 a1!,1,False,2,5,6,0.833,1,1,2,14,Solvers
p752,R2,b220260706,False,True,1,33,postgrad,few_times_week,True,3,0,manual,3,2,3,2,2,2,True,14,4.7,17,True,31,33,-2,False,g7 h1 h2!,1,False,2,5,6,0.833,1,1,2,14,Solvers
p752,R3,bg20260726,False,True,1,33,postgrad,few_times_week,True,3,0,manual,3,3,3,3,3,3,True,0,0.0,30,True,34,30,4,True,b2 g8 h7,1,True,2,5,6,0.833,1,1,2,14,Solvers
p777,R1,oc20260727,True,False,2,43,bachelors,few_times_week,False,2,5,manual,3,2,3,2,1,1,True,38,12.7,121,True,22,42,-20,False,b7 b6! b8,1,False,2,2,5,0.4,0,0,1,38,Strugglers
p777,R2,b220260706,False,True,2,43,bachelors,few_times_week,False,2,0,manual,2,0,2,0,0,0,False,24,12.0,11,True,26,38,-12,False,g2! h2!,1,False,2,2,5,0.4,0,0,1,38,Strugglers
p777,R3,bg20260726,False,True,2,43,bachelors,few_times_week,False,2,0,manual,3,2,3,2,1,1,True,14,4.7,14,True,27,37,-10,False,b2 g7! h7,1,False,2,2,5,0.4,0,0,1,38,Strugglers
p848,R1,oc20260727,True,False,1,,,,False,1,2,,5,4,3,2,1,1,True,20,4.0,51,True,31,33,-2,False,b7 g2! c8 a7 b6,1,False,0,,,,,,,,
p131,R1,oc20260727,True,False,2,40,postgrad,several_times_day,False,4,5,manual,3,1,3,1,0,0,False,42,14.0,20,True,20,44,-24,False,c8! a7 b6!,1,False,2,2,5,0.4,0,0,1,38,Strugglers
p131,R2,b220260706,False,True,2,40,postgrad,several_times_day,False,4,0,manual,2,1,2,1,0,0,False,16,8.0,9,True,30,34,-4,False,g2! g7,1,False,2,2,5,0.4,0,0,1,38,Strugglers
p131,R3,bg20260726,False,True,2,40,postgrad,several_times_day,False,4,0,manual,3,1,3,1,1,1,True,22,7.3,25,True,23,41,-18,False,b2 g7! h8!,1,False,2,2,5,0.4,0,0,1,38,Strugglers
p805,R1,oc20260727,True,False,dont_know,50,postgrad,daily,False,1,5,manual,5,3,3,2,1,1,True,36,7.2,143,True,23,41,-18,False,b7 g2! c8 a7 a1!,1,False,2,3,5,0.6,0,0,1,28,Solvers
p805,R2,b220260706,False,True,dont_know,50,postgrad,daily,False,1,0,manual,2,1,2,1,0,0,False,14,7.0,6,True,31,33,-2,False,g1! g7,1,False,2,3,5,0.6,0,0,1,28,Solvers
p805,R3,bg20260726,False,True,dont_know,50,postgrad,daily,False,1,0,manual,3,2,3,2,1,1,True,14,4.7,11,True,27,37,-10,False,b2 g7! h7,1,False,2,3,5,0.6,0,0,1,28,Solvers
p591,R1,oc20260727,True,False,1,52,postgrad,daily,False,1,5,manual,3,2,3,2,0,0,False,40,13.3,203,True,21,43,-22,False,c8! g2 a7,1,False,2,4,6,0.667,1,1,2,22,Solvers
p591,R2,b220260706,False,True,1,52,postgrad,daily,False,1,0,manual,3,3,3,3,3,3,True,0,0.0,30,True,38,26,12,True,g7 h1 g2,1,True,2,4,6,0.667,1,1,2,22,Solvers
p591,R3,bg20260726,False,True,1,52,postgrad,daily,False,1,0,manual,3,1,3,1,1,1,True,22,7.3,37,True,23,41,-18,False,b2 g7! h8!,1,False,2,4,6,0.667,1,1,2,22,Solvers
p621,R1,oc20260727,True,False,1,47,postgrad,about_monthly,True,2,6,manual,3,2,3,2,1,1,True,38,12.7,326,True,22,42,-20,False,b7 b6! b8,1,False,2,2,5,0.4,0,0,1,28,Strugglers
p621,R2,b220260706,False,True,1,47,postgrad,about_monthly,True,2,0,manual,3,2,3,2,2,2,True,14,4.7,23,True,31,33,-2,False,g7 h1 h2!,1,False,2,2,5,0.4,0,0,1,28,Strugglers
p621,R3,bg20260726,False,True,1,47,postgrad,about_monthly,True,2,0,manual,2,0,2,0,0,0,False,14,7.0,9,True,27,37,-10,False,g8! h7!,1,False,2,2,5,0.4,0,0,1,28,Strugglers
p692,R1,oc20260727,True,False,dont_know,,,,True,5,0,,1,1,1,1,1,1,True,0,0.0,0,False,24,32,,,b7,1,False,0,,,,,,,,
p705,R1,oc20260727,True,False,2,35,some_postgrad,few_times_month,True,1,5,manual,6,6,3,3,6,3,True,0,0.0,190,True,41,23,18,True,b7 c8 a7 a3 a1 h1,1,True,2,1,4,0.25,0,0,1,38,Strugglers
p705,R2,b220260706,False,True,2,35,some_postgrad,few_times_month,True,1,0,manual,2,1,2,1,1,1,True,14,7.0,5,True,31,33,-2,False,g7 h2!,1,False,2,1,4,0.25,0,0,1,38,Strugglers
p705,R3,bg20260726,False,True,2,35,some_postgrad,few_times_month,True,1,0,manual,2,0,2,0,0,0,False,24,12.0,2,True,22,42,-20,False,g7! g8!,1,False,2,1,4,0.25,0,0,1,38,Strugglers
p593,R1,oc20260727,True,False,1,38,bachelors,less_than_monthly,False,1,5,manual,4,3,3,2,1,1,True,38,9.5,37,True,22,42,-20,False,b7 b6! g2 b8,1,False,2,3,5,0.6,0,1,2,22,Solvers
p593,R2,b220260706,False,True,1,38,bachelors,less_than_monthly,False,1,0,timeout,2,2,2,2,2,2,True,0,0.0,6,False,29,33,,,g7 h1,1,False,2,3,5,0.6,0,1,2,22,Solvers
p593,R3,bg20260726,False,True,1,38,bachelors,less_than_monthly,False,1,0,manual,3,1,3,1,1,1,True,22,7.3,22,True,23,41,-18,False,b2 g7! h8!,1,False,2,3,5,0.6,0,1,2,22,Solvers
p150,R1,oc20260727,True,False,1,44,bachelors,few_times_week,False,1,9,manual,4,3,3,3,3,3,True,36,9.0,164,True,23,41,-18,False,b7 c8 a7 g2!,1,False,2,5,6,0.833,1,1,2,14,Solvers
p150,R2,b220260706,False,True,1,44,bachelors,few_times_week,False,1,0,manual,3,2,3,2,2,2,True,14,4.7,16,True,31,33,-2,False,g7 h1 h2!,1,False,2,5,6,0.833,1,1,2,14,Solvers
p150,R3,bg20260726,False,True,1,44,bachelors,few_times_week,False,1,0,manual,3,3,3,3,3,3,True,0,0.0,14,True,34,30,4,True,b2 g8 h7,1,True,2,5,6,0.833,1,1,2,14,Solvers
p642,R1,oc20260727,True,False,dont_know,49,bachelors,weekly,True,2,5,manual,6,6,3,3,6,3,True,0,0.0,413,True,41,23,18,True,b7 c8 a7 a3 a1 h1,1,True,2,2,4,0.5,0,0,1,28,Strugglers
p642,R2,b220260706,False,True,dont_know,49,bachelors,weekly,True,2,0,manual,2,1,2,1,1,1,True,12,6.0,7,True,32,32,0,False,g7 g2!,1,False,2,2,4,0.5,0,0,1,28,Strugglers
p642,R3,bg20260726,False,True,dont_know,49,bachelors,weekly,True,2,0,manual,2,1,2,1,0,0,False,16,8.0,24,True,26,38,-12,False,h7! g8,1,False,2,2,4,0.5,0,0,1,28,Strugglers
p717,R1,oc20260727,True,False,1,42,bachelors,weekly,False,1,6,manual,3,2,3,2,1,1,True,38,12.7,32,True,22,42,-20,False,b7 b6! b8,1,False,2,4,6,0.667,1,1,2,22,Solvers
p717,R2,b220260706,False,True,1,42,bachelors,weekly,False,1,0,manual,3,3,3,3,3,3,True,0,0.0,12,True,38,26,12,True,g7 h1 g2,1,True,2,4,6,0.667,1,1,2,22,Solvers
p717,R3,bg20260726,False,True,1,42,bachelors,weekly,False,1,0,manual,3,1,3,1,1,1,True,22,7.3,13,True,23,41,-18,False,b2 g7! h8!,1,False,2,4,6,0.667,1,1,2,22,Solvers
p635,R1,oc20260727,True,False,dont_know,39,some_college,few_times_week,True,3,5,manual,6,6,3,3,6,3,True,0,0.0,319,True,41,23,18,True,b7 c8 a7 a3 a1 h1,1,True,2,3,5,0.6,0,0,0,32,Solvers
p635,R2,b220260706,False,True,dont_know,39,some_college,few_times_week,True,3,0,manual,2,1,2,1,0,0,False,16,8.0,12,True,30,34,-4,False,g2! g7,1,False,2,3,5,0.6,0,0,0,32,Solvers
p635,R3,bg20260726,False,True,dont_know,39,some_college,few_times_week,True,3,0,manual,3,2,3,2,0,0,False,16,5.3,9,True,26,38,-12,False,h7! b2 g8,1,False,2,3,5,0.6,0,0,0,32,Solvers
p528,R1,oc20260727,True,False,dont_know,41,bachelors,several_times_day,True,3,5,manual,3,2,3,2,1,1,True,38,12.7,65,True,22,42,-20,False,b7 b6! b8,1,False,2,1,4,0.25,0,0,0,28,Strugglers
p528,R2,b220260706,False,True,dont_know,41,bachelors,several_times_day,True,3,0,manual,2,1,2,1,0,0,False,14,7.0,15,True,31,33,-2,False,g1! g7,1,False,2,1,4,0.25,0,0,0,28,Strugglers
p528,R3,bg20260726,False,True,dont_know,41,bachelors,several_times_day,True,3,0,manual,2,0,2,0,0,0,False,14,7.0,15,True,27,37,-10,False,g8! h7!,1,False,2,1,4,0.25,0,0,0,28,Strugglers
p632,R2,b220260706,False,True,1,74,postgrad,weekly,False,3,0,manual,2,0,2,0,0,0,False,24,12.0,12,True,26,38,-12,False,g2! h2!,1,False,2,1,5,0.2,0,0,1,46,Strugglers
p632,R3,bg20260726,False,True,1,74,postgrad,weekly,False,3,0,manual,3,1,3,1,1,1,True,22,7.3,20,True,23,41,-18,False,b2 g7! h8!,1,False,2,1,5,0.2,0,0,1,46,Strugglers
p99,R1,oc20260727,True,False,dont_know,28,bachelors,about_monthly,False,1,6,manual,6,6,3,3,6,3,True,0,0.0,214,True,41,23,18,True,b7 c8 a7 a3 a1 h1,1,True,2,5,6,0.833,1,1,2,14,Solvers
p99,R2,b220260706,False,True,dont_know,28,bachelors,about_monthly,False,1,0,manual,3,2,3,2,2,2,True,14,4.7,6,True,31,33,-2,False,g7 h1 h2!,1,False,2,5,6,0.833,1,1,2,14,Solvers
p99,R3,bg20260726,False,True,dont_know,28,bachelors,about_monthly,False,1,0,manual,3,3,3,3,3,3,True,0,0.0,11,True,34,30,4,True,b2 g8 h7,1,True,2,5,6,0.833,1,1,2,14,Solvers
p688,R1,oc20260727,True,False,1,39,some_postgrad,less_than_monthly,False,2,6,manual,6,6,3,3,6,3,True,0,0.0,233,True,41,23,18,True,b7 c8 a7 a3 a1 h1,1,True,2,4,5,0.8,1,1,1,14,Solvers
p688,R2,b220260706,False,True,1,39,some_postgrad,less_than_monthly,False,2,0,manual,2,1,2,1,0,0,False,14,7.0,15,True,31,33,-2,False,g1! g7,1,False,2,4,5,0.8,1,1,1,14,Solvers
p688,R3,bg20260726,False,True,1,39,some_postgrad,less_than_monthly,False,2,0,manual,3,3,3,3,3,3,True,0,0.0,26,True,34,30,4,True,b2 g8 h7,1,True,2,4,5,0.8,1,1,1,14,Solvers
p813,R1,oc20260727,True,False,dont_know,57,less_than_hs,several_times_day,False,1,8,manual,5,3,3,2,1,1,True,36,7.2,296,True,23,41,-18,False,b7 g2! c8 a7 a1!,1,False,2,0,4,0.0,0,0,0,48,Strugglers
p813,R2,b220260706,False,True,dont_know,57,less_than_hs,several_times_day,False,1,0,manual,2,0,2,0,0,0,False,24,12.0,17,True,26,38,-12,False,g2! h2!,1,False,2,0,4,0.0,0,0,0,48,Strugglers
p813,R3,bg20260726,False,True,dont_know,57,less_than_hs,several_times_day,False,1,0,manual,2,0,2,0,0,0,False,24,12.0,7,True,22,42,-20,False,g7! g8!,1,False,2,0,4,0.0,0,0,0,48,Strugglers
p268,R1,oc20260727,True,False,2,44,postgrad,few_times_week,False,1,3,timeout,4,3,3,3,3,3,True,36,9.0,129,True,23,41,-18,False,b7 c8 a7 g2!,1,False,2,2,4,0.5,0,0,0,32,Strugglers
p268,R2,b220260706,False,True,2,44,postgrad,few_times_week,False,1,0,manual,2,1,2,1,0,0,False,16,8.0,8,True,30,34,-4,False,g2! g7,1,False,2,2,4,0.5,0,0,0,32,Strugglers
p268,R3,bg20260726,False,True,2,44,postgrad,few_times_week,False,1,0,manual,2,1,2,1,0,0,False,16,8.0,14,True,26,38,-12,False,h7! g8,1,False,2,2,4,0.5,0,0,0,32,Strugglers
p477,R1,oc20260727,True,False,dont_know,47,bachelors,few_times_week,False,2,5,manual,4,2,3,2,1,1,True,42,10.5,23,True,20,44,-24,False,b7 b6! g2 c8!,1,False,2,3,5,0.6,0,0,1,30,Solvers
p477,R2,b220260706,False,True,dont_know,47,bachelors,few_times_week,False,2,0,manual,2,1,2,1,0,0,False,16,8.0,3,True,30,34,-4,False,g2! g7,1,False,2,3,5,0.6,0,0,1,30,Solvers
p477,R3,bg20260726,False,True,dont_know,47,bachelors,few_times_week,False,2,0,manual,3,2,3,2,1,1,True,14,4.7,7,True,27,37,-10,False,b2 g7! h7,1,False,2,3,5,0.6,0,0,1,30,Solvers
p258,R1,oc20260727,True,False,1,69,postgrad,daily,False,1,5,manual,5,4,3,3,5,3,True,16,3.2,70,True,33,31,2,True,b7 c8 a7 a3 g2!,1,False,2,0,4,0.0,0,0,0,48,Strugglers
p258,R2,b220260706,False,True,1,69,postgrad,daily,False,1,0,manual,2,0,2,0,0,0,False,24,12.0,8,True,26,38,-12,False,g2! h2!,1,False,2,0,4,0.0,0,0,0,48,Strugglers
p258,R3,bg20260726,False,True,1,69,postgrad,daily,False,1,0,manual,2,0,2,0,0,0,False,24,12.0,4,True,22,42,-20,False,g7! g8!,1,False,2,0,4,0.0,0,0,0,48,Strugglers
p791,R1,oc20260727,True,False,1,55,postgrad,few_times_month,False,1,7,manual,6,6,3,3,6,3,True,0,0.0,194,True,41,23,18,True,b7 c8 a7 a3 a1 h1,1,True,2,1,4,0.25,0,0,0,32,Strugglers
p791,R2,b220260706,False,True,1,55,postgrad,few_times_month,False,1,0,manual,2,0,2,0,0,0,False,24,12.0,12,True,26,38,-12,False,g2! h2!,1,False,2,1,4,0.25,0,0,0,32,Strugglers
p791,R3,bg20260726,False,True,1,55,postgrad,few_times_month,False,1,0,manual,2,1,2,1,0,0,False,8,4.0,12,True,30,34,-4,False,g8! g7,1,False,2,1,4,0.25,0,0,0,32,Strugglers
p357,R1,oc20260727,True,False,1,36,postgrad,weekly,False,3,6,manual,3,2,3,2,0,0,False,40,13.3,63,True,21,43,-22,False,c8! a7 g2,1,False,2,4,5,0.8,1,1,1,16,Solvers
p357,R2,b220260706,False,True,1,36,postgrad,weekly,False,3,0,manual,2,1,2,1,0,0,False,16,8.0,5,True,30,34,-4,False,g2! g7,1,False,2,4,5,0.8,1,1,1,16,Solvers
p357,R3,bg20260726,False,True,1,36,postgrad,weekly,False,3,0,manual,3,3,3,3,3,3,True,0,0.0,10,True,34,30,4,True,b2 g8 h7,1,True,2,4,5,0.8,1,1,1,16,Solvers
p404,R1,oc20260727,True,False,2,40,bachelors,daily,True,2,5,manual,5,4,3,2,2,2,True,24,4.8,449,True,29,35,-6,False,b7 c8 g2! a1 a7,1,False,2,2,4,0.5,0,0,0,22,Strugglers
p404,R2,b220260706,False,True,2,40,bachelors,daily,True,2,0,manual,2,1,2,1,0,0,False,14,7.0,20,True,31,33,-2,False,g1! g7,1,False,2,2,4,0.5,0,0,0,22,Strugglers
p404,R3,bg20260726,False,True,2,40,bachelors,daily,True,2,0,manual,2,1,2,1,0,0,False,8,4.0,8,True,30,34,-4,False,g8! g7,1,False,2,2,4,0.5,0,0,0,22,Strugglers
p92,R1,oc20260727,True,False,3,61,some_college,few_times_week,False,2,6,timeout,3,2,3,2,1,1,True,38,12.7,220,False,33,27,,,b7 b6! g2,1,False,2,4,6,0.667,1,1,2,16,Solvers
p92,R2,b220260706,False,True,3,61,some_college,few_times_week,False,2,0,manual,3,3,3,3,3,3,True,0,0.0,32,True,38,26,12,True,g7 h1 g2,1,True,2,4,6,0.667,1,1,2,16,Solvers
p92,R3,bg20260726,False,True,3,61,some_college,few_times_week,False,2,0,manual,3,1,3,1,1,1,True,16,5.3,31,True,26,38,-12,False,b2 h7! g7!,1,False,2,4,6,0.667,1,1,2,16,Solvers
p262,R1,oc20260727,True,False,dont_know,59,some_postgrad,few_times_week,False,1,5,manual,6,6,3,3,6,3,True,0,0.0,213,True,41,23,18,True,b7 c8 a7 a3 a1 h1,1,True,2,0,4,0.0,0,0,0,48,Strugglers
p262,R2,b220260706,False,True,dont_know,59,some_postgrad,few_times_week,False,1,0,manual,2,0,2,0,0,0,False,24,12.0,4,True,26,38,-12,False,g2! h2!,1,False,2,0,4,0.0,0,0,0,48,Strugglers
p262,R3,bg20260726,False,True,dont_know,59,some_postgrad,few_times_week,False,1,0,manual,2,0,2,0,0,0,False,24,12.0,4,True,22,42,-20,False,g7! g8!,1,False,2,0,4,0.0,0,0,0,48,Strugglers
p706,R1,oc20260727,True,False,1,42,postgrad,less_than_monthly,False,1,8,manual,3,2,3,2,2,2,True,38,12.7,273,True,22,42,-20,False,b7 c8 b6!,1,False,2,1,5,0.2,0,0,0,60,Strugglers
p706,R2,b220260706,False,True,1,42,postgrad,less_than_monthly,False,1,0,manual,3,0,3,0,0,0,False,44,14.7,15,True,23,41,-18,False,g1! g1! g2!,1,False,2,1,5,0.2,0,0,0,60,Strugglers
p706,R3,bg20260726,False,True,1,42,postgrad,less_than_monthly,False,1,0,manual,2,1,2,1,0,0,False,16,8.0,7,True,26,38,-12,False,h7! g8,1,False,2,1,5,0.2,0,0,0,60,Strugglers
p314,R1,oc20260727,True,False,1,34,postgrad,several_times_day,True,3,5,manual,4,3,3,3,3,3,True,36,9.0,136,True,23,41,-18,False,b7 c8 a7 g2!,1,False,2,1,4,0.25,0,0,0,30,Strugglers
p314,R2,b220260706,False,True,1,34,postgrad,several_times_day,True,3,0,manual,2,1,2,1,0,0,False,16,8.0,9,True,30,34,-4,False,g2! g7,1,False,2,1,4,0.25,0,0,0,30,Strugglers
p314,R3,bg20260726,False,True,1,34,postgrad,several_times_day,True,3,0,manual,2,0,2,0,0,0,False,14,7.0,9,True,27,37,-10,False,g8! h7!,1,False,2,1,4,0.25,0,0,0,30,Strugglers
p157,R1,oc20260727,True,False,1,33,postgrad,few_times_week,False,2,5,manual,3,2,3,2,0,0,False,44,14.7,120,True,19,45,-26,False,b8! g2 b6,1,False,2,2,4,0.5,0,0,0,22,Strugglers
p157,R2,b220260706,False,True,1,33,postgrad,few_times_week,False,2,0,manual,2,1,2,1,0,0,False,14,7.0,7,True,31,33,-2,False,g1! g7,1,False,2,2,4,0.5,0,0,0,22,Strugglers
p157,R3,bg20260726,False,True,1,33,postgrad,few_times_week,False,2,0,manual,2,1,2,1,0,0,False,8,4.0,16,True,30,34,-4,False,g8! g7,1,False,2,2,4,0.5,0,0,0,22,Strugglers
p838,R1,oc20260727,True,False,dont_know,28,postgrad,few_times_week,False,2,5,manual,4,2,3,1,1,1,True,38,9.5,51,True,22,42,-20,False,b7 g2! b6! b8,1,False,2,1,4,0.25,0,0,0,42,Strugglers
p838,R2,b220260706,False,True,dont_know,28,postgrad,few_times_week,False,2,0,manual,2,1,2,1,0,0,False,16,8.0,19,True,30,34,-4,False,g2! g7,1,False,2,1,4,0.25,0,0,0,42,Strugglers
p838,R3,bg20260726,False,True,dont_know,28,postgrad,few_times_week,False,2,0,manual,2,0,2,0,0,0,False,26,13.0,5,True,21,43,-22,False,h7! g7!,1,False,2,1,4,0.25,0,0,0,42,Strugglers
p266,R1,oc20260727,True,False,dont_know,35,bachelors,few_times_week,True,1,5,manual,6,6,3,3,6,3,True,0,0.0,212,True,41,23,18,True,b7 c8 a7 a3 a1 h1,1,True,2,2,5,0.4,0,0,2,28,Strugglers
p266,R2,b220260706,False,True,dont_know,35,bachelors,few_times_week,True,1,0,manual,2,1,2,1,1,1,True,12,6.0,10,True,32,32,0,False,g7 g2!,1,False,2,2,5,0.4,0,0,2,28,Strugglers
p266,R3,bg20260726,False,True,dont_know,35,bachelors,few_times_week,True,1,0,manual,3,1,3,1,1,1,True,16,5.3,21,True,26,38,-12,False,b2 h7! g7!,1,False,2,2,5,0.4,0,0,2,28,Strugglers
p545,R1,oc20260727,True,False,1,48,bachelors,few_times_week,False,2,5,manual,3,1,3,1,1,1,True,42,14.0,14,True,20,44,-24,False,b7 b6! c8!,1,False,2,3,5,0.6,0,0,2,22,Solvers
p545,R2,b220260706,False,True,1,48,bachelors,few_times_week,False,2,0,manual,2,1,2,1,1,1,True,12,6.0,3,True,32,32,0,False,g7 g2!,1,False,2,3,5,0.6,0,0,2,22,Solvers
p545,R3,bg20260726,False,True,1,48,bachelors,few_times_week,False,2,0,manual,3,2,3,2,1,1,True,10,3.3,11,True,29,35,-6,False,b2 h7! g8,1,False,2,3,5,0.6,0,0,2,22,Solvers
p573,R1,oc20260727,True,False,3,48,bachelors,weekly,False,3,6,manual,6,6,3,3,6,3,True,0,0.0,288,True,41,23,18,True,b7 c8 a7 a3 a1 h1,1,True,2,1,4,0.25,0,0,1,34,Strugglers
p573,R2,b220260706,False,True,3,48,bachelors,weekly,False,3,0,manual,2,1,2,1,1,1,True,12,6.0,12,True,32,32,0,False,g7 g2!,1,False,2,1,4,0.25,0,0,1,34,Strugglers
p573,R3,bg20260726,False,True,3,48,bachelors,weekly,False,3,0,manual,2,0,2,0,0,0,False,22,11.0,12,True,23,41,-18,False,g7! h7!,1,False,2,1,4,0.25,0,0,1,34,Strugglers
p252,R1,oc20260727,True,False,1,,,,True,3,5,,4,4,3,3,4,3,True,0,0.0,215,False,25,36,,,b7 c8 a7 a3,1,False,0,,,,,,,,
p334,R1,oc20260727,True,False,1,25,postgrad,several_times_day,False,1,5,manual,5,4,3,3,3,3,True,22,4.4,214,True,30,34,-4,False,b7 c8 a7 a1! h1,1,False,2,1,5,0.2,0,0,1,46,Strugglers
